category;text
Chandler;Yes, I know, but her friend sounds like such a...
Chandler;Yes! Way to go, man! (Chandler and Ross hug. Something crunches in Ross' shirt pocket.) Still got the egg, huh?
Chandler;Oh, uh, I... don't... care. (Joey's date shows up) Ok, now, remember, no trading. You get the pretty one, I get the mess.
Chandler;...And what did you bring?
Chandler;Janice?
Chandler;(angrily) Hey, it's Janice.
Chandler;Ok, I'm makin' a break for it, I'm goin' out the window.
Chandler;Calm down? Calm down? You set me up with the woman that I've dumped twice in the last five months!
Chandler;I'm sorry, I'm sorry, you're right. (gets up right behind Joey and yells in his ear) Come on, do it, do it, go, come on!!!
Chandler;That's OK.
Chandler;(disgusted) What? What can't you do?
Chandler;"Tell me it's ""you and me"" we."
Chandler;Ok, you can not do this to me.
Chandler;I hope she throws up on you.
Chandler;So...
Chandler;Oh, what a crappy night!
Chandler;Excuse me. (gets up, jumps up and down while he zips his zipper up... other patrons look at him) How ya doin'?
Chandler;Joey's not a friend. He's...a stupid man who left us his credit card. Another drink? Some dessert? A big screen TV?
Chandler;You got it. Good woman! (the waiter turns around, it's a man) Could we get a bottle of your most overpriced champagne?
Chandler;That's right, each. Oh, and a uh Rob Roy. (to Janice) I've always wanted to know...
Chandler;No... no! And yet it did. Good-bye, Janice.
Chandler;Ok, well, this was very special.
Chandler;Janice is gonna go away now.
Chandler;Oh, good, Joey's home now.
Chandler;How can I dump this woman on Valentine's day?
Chandler;Oh, man. In my next life, I'm coming back as a toilet brush.
Chandler;Hi, Just Janice.
Chandler;Is it loaded? Oh, little candy hearts. (reading the candy) Chan and Jan Forever.
Chandler;Ok, Janice. Janice. Hey, Janice. Look, there's no way for me to tell you this. At least there's no new way for me to tell you this. I just don't things are gonna work out.
Chandler;(surprised) It is?
Chandler;Oh no, you see, actually it is.
Chandler;Oh, no I don't.
Chandler;I did, but...
Chandler;Call me!
Chandler;Mrs. Tedlock. You're looking lovely today. And may I say, that is a very flattering sleeve length on you.
Chandler;Oh, listen. If this is about those prank memos, I had nothing to do with them. Really. Nothing at all. Really. (Chandler tries to hide a rubber chicken from the woman.) Nothing.
Chandler;Hey!
Chandler;So, it's a typical day at work. I'm inputting my numbers, and big Al calls me into his office and tells me he wants to make me processing supervisor.
Chandler;So.... I quit.
Chandler;Why? This was supposed to be a temp job!
Chandler;If I took this promotion, it'd be like admitting that this is what I actually do.
Chandler;It doesn't matter. I just don't want to be one of those guys that's in his office until twelve o'clock at night worrying about the WENUS.
Chandler;Weekly Estimated Net Usage Systems. A processing term.
Chandler;I don't know. That's the thing. I don't know what I want to do. I just know I'm not going to figure it out working there.
Chandler;Yeah... I just don't have that much cheffing experience. Unless it's an all-toast restaurant.
Chandler;Thanks, Phoebe. But I just don't really see myself in a big white hat.
Chandler;Can you see my nipples through this shirt?
Chandler;"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo. (pause) I added the ""a-gogo."""
Chandler;Hey, you guys all know what you want to do.
Chandler;Hey, you guys in the living room all know what you want to do. You know, you have goals. You have dreams. I don't have a dream.
Chandler;Was it formerly owned by a blonde woman and some bears?
Chandler;Who are you going out with?
Chandler;And he's not speaking metaphorically.
Chandler;"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn? (he taps the results and reads them) ""You are ideally suited for a career in data processing for a large multinational corporation."""
Chandler;Can you believe it? I mean, don't I seem like somebody who should be doing something really cool? You know, I just always pictured myself doing something...something.
Chandler;Ooh, you know, I had a grape about five hours ago, so I'd better split this with you.
Chandler;(tastes it) Well.... it is amouz-ing...
Chandler;You know, I don't mean to brag, but I waited tables at Innsbruck in '76. (dead silence) Amouz-bouche? (holds out tray)
Chandler;(smiling)....with??
Chandler;It's OK. It's OK. I was always rooting for you two kids to get together.
Chandler;Again?
Chandler;(on phone) Hey Mr. Kostelic! How's life on the fifteenth floor? (Listens) Yeah, I miss you too. (Listens) Yeah, it's a lot less satisfying to steal pens from your own home, you know? (Listens) Well, that's very generous (Listens) er, but look, this isn't about the money. I need something that's more than a job. I need something I can really care about.... (Listens) And that's on top of the yearly bonus structure you mentioned earlier? (Listens) Look, Al, Al... I'm not playing hardball here, OK? This is not a negotiation, this is a rejection! (Listens) No! No! No, stop saying numbers! I'm telling you, you've got the wrong guy! You've got the wrong guy! (Listens) I'll see you on Monday! (slams the phone down)
Chandler;Well?
Chandler;Look at this! (he opens the curtain to a view of New York City)
Chandler;Yes indeedy! (they look outside) With a beautiful view of...
Chandler;(walks away from window) OK, that's enough of the view. Check this out, look at this. Sit down, sit down.
Chandler;This is great! (he presses a button on his intercom) Helen, could you come in here for a moment?
Chandler;Thank you Helen, that'll be all.
Chandler;Last time I do that, I promise.
Chandler;(on phone) Yes, Fran. I know what time it is, but I'm looking at the WENUS and I'm not happy!... (Listens) Oh, really, really, really? Well, let me tell you something... you will care about it, because I care about it! You got it? Good! (slams phone down, then leans back and realizes what just happened) Whooooaaaa....
Chandler;What are you crazy? That's a baby!
Chandler;Hey, you're gonna be fine. You're one of the most caring, most responsible men in North America. You're gonna make a great dad.
Chandler;Well, only if you order stuff.
Chandler;There it is! So what're you gonna do?
Chandler;And your friend Phoebe?
Chandler;Man, if you tried something like that on my birthday, you'd be starin' at the business end of a hissy fit.
Chandler;Alright, what have we learned so far?
Chandler;"(Reading) ""Happy Birthday Peehe."""
Chandler;Did you see Betty?
Chandler;Okay, worst case scenario. Say you never feel like a father.
Chandler;Say your son never feels connected to you, as one. Say all of his relationships are affected by this.
Chandler;You know, you think I would.
Chandler;What's up with the simian?
Chandler;Okay... (returning to the board) ..whose turn is it?
Chandler;No, no, you got zero points for 'IDNEY'.
Chandler;Marcel swallowed a Scrabble tile.
Chandler;We think he was trying to spell out 'MONKEY.'
Chandler;(Tapping Ross on his shoulder) So, you feel like a dad yet?
Chandler;Hey, come on, you came through, you did what you had to do. That is very dad.
Chandler;Pudo aver sido General Tso! (It could've been General Sal!)
Chandler;Well, if you're gonna work for mechanics, those are the ones to work for.
Chandler;You know, I can't believe you. Linda is so great! Why won't you go out with her again?
Chandler;Is this still about her whole 'The Flintstones could've really happened' thing?
Chandler;...little playthings with yarn?
Chandler;Could you want her more?
Chandler;(sarcastically) Dee, the sarcastic sister from Whats Happening.
Chandler;We're notwe're not saying anything.
Chandler;(to the girls) We were playing poker, alright...
Chandler;And then he did.
Chandler;There just don't happen to be any women in our games.
Chandler;(teaching) OK, so now we draw cards.
Chandler;OK Phoebs, how many do you want?
Chandler;(changing subject) OK, so at this point, the dealer...
Chandler;OK, alright, last minute lesson, last minute lesson. (holds up two cards) Joey... three... eight. Eight... three. (Joey is unamused) Alright babe, deal the cards.
Chandler;Rach, Rach, we gotta settle.
Chandler;The... Jamestown colony of Virginia. You see, King George is giving us the land, so...
Chandler;Yes, and I get my ya-yas from Ikea. You have to put them together yourself, but they cost a little less.
Chandler;Oh, did you get that from the 'I Love Rachel' pizzeria?
Chandler;"Oh, come on. What was with that whole Black Bart speech? (mimicking): ""When I play poker, I'm not a nice guy!"""
Chandler;Um, ok... the... the fifth dentist caved and now they're all recommending Trident?
Chandler;Oh yes, yes, we could play some other game... like, uh, I don't know... Pictionary?
Chandler;That's alright, I'll take it. Bad things happen to me anyway. This way I can break 'em up with a movie.
Chandler;Hey, that's... that's 'joincidence' with a 'C'!
Chandler;Couldn't be more out. (throws in cards)
Chandler;Y'know, I've had dates like this.
Chandler;Call.
Chandler;(to Ross): What do you need, what do you need?
Chandler;Alright, here's ten. (gives it to him)
Chandler;Good luck.
Chandler;(to Ross): I thought we had them!
Chandler;Airplane! Airport! Airport '75! Airport '77! Airport '79!
Chandler;Go.
Chandler;Toootal chick-flick.
Chandler;They're still just friends, right?
Chandler;I can't believe we are even having this discussion.
Chandler;I mean, don't you think if things were gonna happen with Rachel, they would've happened already?
Chandler;I can't remember the last time I got a girl to take care of my monkey.
Chandler;Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.
Chandler;Rachel lost Marcel.
Chandler;Okay, it's his first time out, so he's probably gonna wanna do some of the touristy things. I'll go to Cats, you go to the Russian Tea Room.
Chandler;Marcel?
Chandler;Marcel?
Chandler;Um, we're kind of having an emergency and we-we were looking for something...
Chandler;Yes have you seen any?
Chandler;Oh, nononowaitwaitwaitnono! Uh... we may not know anything about radiators per se, but we do have a certain amount of expertise in the heating and cooling... mileu.
Chandler;Yes, but these women are very hot, and they need our help! And they're very hot.
Chandler;Okay, from now on, you don't get to talk to other people.
Chandler;Marcel?!
Chandler;Eh. I thought that was an alp.
Chandler;Yeah, well I went to boarding school with four hundred boys. Any sex I had would've involved a major lifestyle choice.
Chandler;I can't believe you would actually say that. I would much rather be Mr.Peanut than Mr.Salty.
Chandler;I feel violated. And not in a good way.
Chandler;I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time. It was unbelievable! We could totally be ourselves, we didn't have to play any games...
